County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Municipality Boundary,Pa School Districts (2017),Pa House Districts (2017-01),Pa Senatorial Districts (2017-01),Pennsylvania County Boundaries
BEAVER,"41,484",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
MONROE,"32,699",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
FAYETTE,"38,687",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
LEBANON,"26,514",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
FOREST,712,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
DELAWARE,"113,873",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
YORK,"70,388",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
NORTHUMBERLAND,"21,531",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
ELK,"7,112",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
POTTER,"2,514",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
CAMERON,"1,022",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
MONTOUR,"6,649",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
HUNTINGDON,"7,196",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
CUMBERLAND,"44,236",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
JUNIATA,"3,532",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
ADAMS,"12,753",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
CAMERON,"1,038",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
SULLIVAN,639,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
ELK,"7,599",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
BLAIR,"42,577",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,7,07,42,013,"(40.4855502384, -78.349076871)",294,268,28,17,46
YORK,"73,829",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
JUNIATA,"3,376",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
SUSQUEHANNA,"5,818",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
WASHINGTON,"49,408",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
PIKE,"7,885",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
CLARION,"7,294",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
MONTOUR,"5,640",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
ALLEGHENY,"370,274",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
COLUMBIA,"14,078",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,19,19,42,037,"(41.0491208559, -76.4100217975)","1,073",24,90,22,10
LEBANON,"28,493",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
FULTON,"2,807",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
PERRY,"6,151",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
FRANKLIN,"26,970",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
POTTER,"2,320",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
ARMSTRONG,"14,980",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
LYCOMING,"30,901",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
WAYNE,"10,623",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
PENNSYLVANIA,"2,738,503",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,0,00,42,000,"(39.346129, -75.167756)",,,,,
CARBON,"13,214",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
CAMBRIA,"41,646",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
SULLIVAN,638,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
VENANGO,"11,920",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,61,61,42,121,"(41.4034125863, -79.7628656104)","1,400",71,45,5,50
FAYETTE,"41,181",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
CENTRE,"18,954",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,14,14,42,027,"(40.9193135008, -77.8250011212)","1,790",37,74,18,5
CHESTER,"76,473",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
DAUPHIN,"52,836",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
BEAVER,"43,491",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
ERIE,"67,189",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
JEFFERSON,"12,270",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,33,33,42,065,"(41.1313909115, -79.0010181419)","1,361",107,16,14,20
GREENE,"9,284",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
LACKAWANNA,"70,620",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
LAWRENCE,"21,913",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
LEHIGH,"78,481",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
BRADFORD,"13,989",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
COLUMBIA,"15,159",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,19,19,42,037,"(41.0491208559, -76.4100217975)","1,073",24,90,22,10
MONTGOMERY,"154,545",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
BEDFORD,"8,084",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
MCKEAN,"9,916",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
BUCKS,"118,876",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
ERIE,"67,941",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
MONTGOMERY,"153,462",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
CAMERON,936,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
WARREN,"7,831",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
CLINTON,"10,698",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
ARMSTRONG,"15,171",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
LEBANON,"25,201",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
FOREST,702,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
CRAWFORD,"23,190",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
SCHUYLKILL,"30,137",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
PERRY,"6,178",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
LEHIGH,"75,074",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
FRANKLIN,"27,498",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
MONTOUR,"6,981",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
CRAWFORD,"25,657",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
CENTRE,"21,714",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,14,14,42,027,"(40.9193135008, -77.8250011212)","1,790",37,74,18,5
VENANGO,"11,089",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,61,61,42,121,"(41.4034125863, -79.7628656104)","1,400",71,45,5,50
HUNTINGDON,"6,267",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
LUZERNE,"82,722",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
JUNIATA,"3,647",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
INDIANA,"24,563",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
CAMERON,"1,096",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
LANCASTER,"80,613",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
FULTON,"2,884",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
BERKS,"66,819",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
SUSQUEHANNA,"5,930",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
FULTON,"2,846",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
CLEARFIELD,"20,120",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
WESTMORELAND,"104,620",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
PHILADELPHIA,"300,968",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
LYCOMING,"28,693",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
BRADFORD,"13,801",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
BLAIR,"42,203",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,7,07,42,013,"(40.4855502384, -78.349076871)",294,268,28,17,46
CLINTON,"10,198",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
MERCER,"35,224",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
ELK,"7,352",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
COLUMBIA,"14,645",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,19,19,42,037,"(41.0491208559, -76.4100217975)","1,073",24,90,22,10
BEDFORD,"7,887",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
ADAMS,"13,932",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
WAYNE,"10,412",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
PIKE,"7,755",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
FULTON,"2,930",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
FOREST,801,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
SOMERSET,"14,168",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
GREENE,"9,011",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
BLAIR,"44,839",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,7,07,42,013,"(40.4855502384, -78.349076871)",294,268,28,17,46
LYCOMING,"30,536",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
YORK,"69,427",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
COLUMBIA,"14,655",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,19,19,42,037,"(41.0491208559, -76.4100217975)","1,073",24,90,22,10
UNION,"6,958",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,60,60,42,119,"(40.9647313096, -77.0641580308)","1,979",296,72,21,49
BEAVER,"41,635",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
CHESTER,"72,729",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
WYOMING,"5,693",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
SNYDER,"6,548",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
CARBON,"12,615",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
LAWRENCE,"20,575",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
MIFFLIN,"11,738",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,44,44,42,087,"(40.6127492804, -77.6200308901)",587,295,36,18,55
CLARION,"7,568",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
ALLEGHENY,"331,808",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
