Link-Statewide,Class,Count,County,Dashboard,Link-PDMPNotes,Link-OverdoseNotes,Link-Contact,Link-Emergency,Measure1,Notes,Number of Records,Link-Controlled,Time Measure,Time Period
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1074,CARBON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,7149,CENTRE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,29212,CHESTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1010,CLARION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,3098,CLEARFIELD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1757,CLINTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1925,COLUMBIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,2913,CRAWFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,15065,CUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,11485,DAUPHIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,23557,DELAWARE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1503,ELK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,13828,ERIE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,5213,FAYETTE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,32,FOREST,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,6070,FRANKLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,489,FULTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1739,GREENE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1379,HUNTINGDON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,3032,INDIANA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1255,JEFFERSON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,584,JUNIATA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,9747,LACKAWANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,18888,LANCASTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,3722,LAWRENCE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,3676,LEBANON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,10024,LEHIGH,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,9335,LUZERNE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,3779,LYCOMING,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1995,MC KEAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,2894,MERCER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1054,MIFFLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,2891,MONROE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,39367,MONTGOMERY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,793,MONTOUR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,8384,NORTHAMPTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,2550,NORTHUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1183,PERRY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,46426,PHILADELPHIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1184,PIKE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,377,POTTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,2864,SCHUYLKILL,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,873,SNYDER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1382,SOMERSET,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,469822,STATE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,59,SULLIVAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,534,SUSQUEHANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1209,TIOGA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1087,UNION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1078,VENANGO,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1773,WARREN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,5525,WASHINGTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
